Section ID,Section Depth T (cm),Section Depth B (cm),Corrected mblf T,Age cal yr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
GLAD2-LT01-2B-9H-2,100,102,23.72,39515.2,24.27,140.54,85.24,41.08,12.49,25.89,57.89,22.08,38.5,14.87,24.49,32.3,56.86,16.81,83.9,34.61,51.85,12.93,38.94,34.35,36.11,26.8,38.45,24.47,21.49,39.66,41.55,32.16,13.66,23.28,56.57,51.59,65.61,38.3,21.48,58.31,50.3,40.53,25.34,55.26,68.98,32.36,36.38,47.96,49.86,29.56,27.41,61.46,19.94,39.82
GLAD2-LT01-2B-9H-2,120,122,23.92,39797.2,23.91,10.68,13.95,28.82,33.09,12.93,21.92,10.96,15.07,16.87,22.19,10.44,13.77,10.89,12.52,30.3,14.44,11.33,13.17,18.53,15.97,11.26,29.38,11.18,24.88,14.22,10.03,12.49,11.85,14.67,10.21,49.4,16.3,13.47,17.41,9,17.29,15.05,14.79,22.62,16.17,12.68,17.98,14.33,40.31,17.35,33.1,21.02,14.71,
GLAD2-LT01-2B-9H-2,140,142,24.12,40079.2,33.74,35.55,31.71,23.08,40.19,17.71,16.54,26.88,32.66,25.13,24.08,13.14,15.12,23.18,18.46,22.72,25.74,37.92,14.87,16.44,12.38,44.21,13.98,17.69,27.15,15.93,13.27,19.27,21.34,35.6,24.7,18.32,37.39,16.73,20.68,16.03,17.44,20.84,37.14,38.19,55.08,100.59,16.4,23.48,26.35,28.84,16.56,16.63,15.71,27.32
GLAD2-LT01-2B-10H-1,0,2,24.23,40234.3,27.68,18.59,27.26,13.94,31.24,19.7,15.65,22.87,18.51,18.23,31.22,17.43,16.54,54.72,15.01,15.38,18.91,23.03,38.11,13.27,35.13,36.86,127.98,23.14,22.82,43.62,26.57,33.61,22.04,12.51,14.73,34.52,18.29,15.02,11.59,23.42,24.8,33.34,17.31,,,,,,,,,,,
GLAD2-LT01-2B-10H-1,40,42,24.63,40798.3,18.68,24.03,35.6,20.82,16.26,21.12,13.51,14.9,24.88,20.43,20.56,16.45,37.63,16.63,9.74,19.32,15.94,20.97,13.88,15.31,18.8,41.98,25.09,40.84,19.37,14.05,12.48,39.82,33.08,21.43,43.03,18.09,27.98,22.4,42.07,35.25,37.8,20.06,22.07,15.43,100.66,37.21,10.31,58.85,27.26,31.25,20.72,14.91,13.62,26.7
GLAD2-LT01-2B-10H-1,60,62,24.83,41080.3,16.02,16.65,35.14,16.54,39.92,25.87,19.05,25.78,21.9,22.73,22.33,40.55,37.02,20.02,24.68,46.3,21.57,31.77,54.21,38.85,35.71,32.47,13.1,23.42,46.11,21.59,38.7,39.07,34.36,29.99,45.08,39.44,55.07,48.95,33.05,37.88,41.87,33.77,24.32,43.34,43.04,29.88,30.69,28.61,29.46,34.23,27.73,40.41,37.22,19.07
GLAD2-LT01-2B-10H-1,80,82,25.03,41362.3,18.95,40.84,46.83,16.69,18.64,41.32,22.13,29.35,34.23,13.74,23.58,44.84,41.11,41.25,18.55,14.29,14.88,32.28,33.07,40.56,12.59,50.28,22.38,16.21,18.85,44.84,38.74,33.26,25.14,16.65,32.85,28.7,21.84,12.76,16.74,22.53,52.43,37.12,17.51,12.25,32.18,16.19,44.1,35.97,18.5,22.36,42.22,22.02,15.26,16.53
GLAD2-LT01-2B-10H-1,100,102,25.23,41644.3,17.28,34.69,18.64,21.84,16.94,21,16.05,19.15,32.6,34.61,39.05,23.07,16.34,20.85,150.06,38.87,30.02,14.42,40.91,24.51,14.29,27.53,32.31,12.73,28.98,12.59,43.7,13.79,16.93,14.33,29.29,43.7,30,47.54,39.3,34.9,11.98,39.05,34.34,37.51,40.96,25.42,40.68,20.24,10.25,25.91,18.6,21.74,16.67,29.84
GLAD2-LT01-2B-10H-1,120,122,25.43,41926.3,20.74,29.5,25.54,14.51,34.32,30.75,22.36,32.18,19.64,22.89,26.5,15.57,35.78,26.06,23.63,19.99,35.11,19.63,16.9,27.46,31.22,18.87,26.12,33.77,70.87,22.33,29.43,26.03,25.21,19.72,35.19,23.88,13.29,25.82,16.05,20.15,20.82,31.02,42.4,41.86,19.62,17.37,22.52,19.75,22.38,22.55,41.17,23.47,38.75,20.48
GLAD2-LT01-2B-10H-1,140,142,25.63,42208.3,39.59,34,10.91,29.62,31.26,25,19.33,35.6,33.85,39.51,16.01,15.86,22.67,19.74,142.64,20.07,15.28,23.91,24.45,48.04,23.2,19.51,17.81,13.38,15.39,138,16.63,24.39,24.15,18.19,26.34,21.07,21.31,35.38,32.05,31.41,24.07,18.04,,,,,,,,,,,,
GLAD2-LT01-2B-10H-2,0,2,25.745,42370.45,18.02,13.86,13.6,25.99,18.56,32.25,29.54,21.44,39.07,27.31,49.14,16.65,21.85,27.69,23.75,28.13,14.88,48.02,22.93,18.36,17.61,22.11,33.67,6.08,18.22,42.11,18.4,23.11,43.34,27.89,28.57,26.56,25.31,19.69,22.3,19.09,23.07,37.16,48.86,28.08,18.3,29.18,17.12,77.94,12.85,19.44,18,19.38,12.93,70.22
GLAD2-LT01-2B-10H-2,20,22,25.945,42652.45,12.33,33.2,16.54,32.38,46.4,18.52,48.08,30.25,25.87,65.74,42.78,50.19,23.35,50.75,38.34,24.35,29.53,18.64,22.39,27.57,13.76,19.86,32.38,19.45,45.87,11.16,32.37,16.6,41.93,45.36,30.29,36.2,18.59,20.95,26.1,15.28,40.17,24.28,34.9,27.1,13.57,15.79,26.34,27.6,40.4,34.49,12.6,35.46,36.06,17.33
GLAD2-LT01-2B-10H-2,40,42,26.145,42934.45,21.24,23.42,22.95,29.05,25.62,20.2,29.08,20.92,25.55,21.71,20.08,29.66,46.6,21.3,19.28,23.31,17.32,26.16,21.24,19.05,16.62,26.3,14.34,29.18,19.88,26.7,22.22,21.98,18.01,20.3,24.76,10.86,24.4,22.87,18.91,29.76,33.51,30.31,18.72,33.9,38.91,40.38,114.8,37.73,44.32,38.72,18.2,42.67,30,
GLAD2-LT01-2B-10H-2,60,62,26.345,43216.45,16.74,25.16,36.81,33.51,13.82,34.73,18.11,18.9,15.36,26.76,16.55,16.99,27.76,15.32,26.02,27.9,26.37,22.93,38.99,20.62,14.72,21.44,18.74,15.04,43.57,94.38,23.5,46.56,23.57,37.03,23.78,31.03,69.36,17.85,9.41,30.22,34.08,16.72,14.36,21.06,26.07,23.37,22.46,18.16,19.33,13.49,9.33,13.75,26.34,
GLAD2-LT01-2B-10H-2,80,82,26.545,43498.45,22.83,28.76,24,17.63,28.33,22.78,23.36,13.14,14.91,26.59,19.04,54.64,16.58,15.43,24.71,22.82,19.99,42.06,14.35,30.37,29.38,9.87,27.39,20.35,24.8,17.56,15.62,22.65,21.7,32.67,21.02,11.98,15.82,37.9,29.28,29.05,9.12,16.47,12.65,39.81,32.45,23.71,16.07,32.37,32.01,18.58,21.36,32.95,42.72,
GLAD2-LT01-2B-10H-2,100,102,26.745,43780.45,55.51,18.01,14.36,35.69,29.78,24.84,23.91,23.51,34.23,32.6,39.57,15.55,8.31,20.56,19.77,23.49,25.32,16.48,25.84,134.18,26.9,36.86,21.77,29.51,24.04,20.04,33.55,34.32,18,29.15,30.8,42.66,18.14,25.08,31.8,15.1,14.84,20.44,13.2,21.08,16.97,31.23,21.32,23.51,42.86,32.94,81.23,17.65,26.82,
GLAD2-LT01-2B-10H-2,120,122,26.945,44062.45,15.84,23.28,20.71,20.23,26.15,18.48,32.38,22.41,22.93,13.25,20.05,18.52,37.81,15.15,15.03,21.32,35.33,44.96,90.14,16.88,29.62,90.47,44.94,22.37,22.73,14.3,33.9,26.01,11.57,30.84,23.62,19,22.89,27.32,25.61,,,,,,,,,,,,,,,
GLAD2-LT01-2B-11H-1,5,7,27.279,44533.39,29.59,19.25,15.48,31.65,33.24,21.49,38.52,23.68,24.02,40.73,33.38,18.85,20.93,24.18,20.21,18.75,20.13,17.76,15.41,24.06,22.8,23.77,17.76,31.86,19.22,20.56,15.38,17.61,18.17,17.97,27.3,22.7,12.87,18.84,15.8,31.61,23.46,26.46,12.68,15.89,17.02,16.82,26.96,17.37,10.16,,,,,
GLAD2-LT01-2B-11H-1,25,27,27.475,44809.75,17.93,35.58,23.42,23.28,19.5,36.02,16.58,25.01,18.47,16.65,17.55,38.16,24.19,39.97,16.62,17.07,15.26,42.16,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAD2-LT01-2B-11H-1,45,47,27.671,45086.11,34.45,18.5,65.09,15.68,17.15,15.63,16.09,20.89,24.67,15.18,22.47,20.81,15.95,20.97,24.82,22.16,24.36,31.71,24.18,26.59,48.23,22.06,22.44,27.74,24.99,24.59,32.61,22.57,32.79,22.19,21.84,20.69,37.49,24.14,18.77,20.21,18.44,17.99,37.04,25.37,24.71,18.1,38.01,20.14,21.37,22.32,,,,
GLAD2-LT01-2B-11H-1,65,67,27.867,45362.47,24.37,21.43,20.29,19.23,22.89,20.23,28.93,39.26,15.85,33.78,20.42,21.4,21.84,16.45,23.66,25.4,17.98,30.91,15.86,12.87,30.02,18.7,17.62,41.68,34.72,23.75,25.04,25.57,23.2,30.25,32.87,21.85,32.03,30.81,24.4,22.94,17.2,28.59,28.33,37.65,12.65,20.07,23.79,26.63,23.17,25.19,29.83,103.59,36.47,
GLAD2-LT01-2B-11H-1,85,87,28.063,45638.83,19.81,31.94,21.58,20.21,26.39,24.62,16.91,26.37,16.87,13.78,16.38,17.24,21.63,16.14,18.41,14.89,36.16,28.69,27.69,15.42,13.39,13.03,25.74,35.96,15.07,18.84,15.87,20.68,18.1,15.4,19.58,16.2,13.37,13.62,12.85,13.99,16.09,13.29,13.07,12.97,14.91,16.62,20.53,17.79,30.8,15.07,33.2,16.77,23.48,
GLAD2-LT01-2B-11H-1,105,107,28.259,45915.19,23.61,14.9,15.15,15.79,22.18,38.2,24.01,33.59,19.1,13.95,11.31,26.13,14.21,36.03,32.27,36.05,17.06,13.15,17.19,32.53,16.29,30.91,25.01,21.74,23.47,21.1,15.25,20.1,19.47,21.53,34.6,15.64,18.12,17.95,43.02,14.41,20.2,40.03,18.76,18.5,19.68,19.59,19.54,12.86,20.89,21.97,17.57,14.27,31.09,
GLAD2-LT01-2B-11H-1,125,127,28.455,46191.55,12.39,27.69,22.08,17.12,28.29,28.84,35.72,24.34,27.2,16.62,37.13,42.68,30.68,23.41,22.02,44.43,28.17,45.28,33.07,18.24,20.61,38.25,23.47,17.67,15.1,30.71,18.67,23.41,20.64,20.17,25.54,35.18,19.37,30.86,24.02,18.69,18.01,18.84,20.98,29.15,21.82,60.33,14.92,15.84,24.02,24.85,26.86,35.31,23.9,
GLAD2-LT01-2B-11H-1,145,147,28.652,46469.32,13.5,24.32,11.61,15.38,18.33,14.36,19.11,24.02,20.37,27.2,18.89,19.83,21.64,18.64,20.07,24.55,20.71,17.04,17.17,10.27,17.78,20.28,14.82,26.33,18.16,15.74,13.75,26.57,14.9,19.31,25.44,13.92,16.74,20.06,18.98,26.45,32.23,17.82,19.36,23.7,13.18,31.57,21.41,38.12,42.86,14.2,20.71,14.46,19.63,16.58
GLAD2-LT01-2B-11H-2,5,7,28.74,46593.4,42.97,18.1,14.45,15.78,27.22,15.9,67.82,18.88,18.55,27.52,32.86,19.8,19.62,30.85,19.89,15.69,19.93,27.9,25.83,28.83,20.54,14.37,16.07,46.24,19.32,20.44,18.98,18.26,15.24,34.43,16.29,16.53,24.78,48.55,39,16.54,14.29,15.84,37.67,33.04,29.88,30.82,32.97,53.58,20.08,19.01,13.07,14.37,17.04,34.19
GLAD2-LT01-2B-11H-2,25,27,28.936,46869.76,19.84,24.09,17.72,11.7,21.31,15.1,16.66,17.71,19.14,15.14,23.08,44.36,15.37,53.3,25.96,16.82,19.6,17.99,14.68,23.54,18.98,23.4,13.14,15.42,19.61,32.12,18.59,12.66,19.1,14.26,78.31,28.32,16.07,14.91,22.27,21.65,20.73,17.28,32.08,22.64,16.93,25.7,13.68,22.65,15.69,15.13,31.91,12.16,23.01,12.85
GLAD2-LT01-2B-11H-2,45,47,29.132,47146.12,14.92,31.54,13.06,16.68,32.11,29.36,15.27,19.32,29.32,24.53,20.54,25.18,15.68,13.08,27.08,26.18,10.71,20.78,19.34,36.92,20.47,22.36,34.4,24.14,26.95,28.04,28.15,19.09,24.02,15.53,23.86,27.69,30.76,14.52,18.85,29.93,15.88,26.44,12.78,10.85,21.07,23,24.86,70.44,24.6,18.1,35.97,,,
GLAD2-LT01-2B-11H-2,65,67,29.328,47422.48,14.29,38.84,15.73,19.28,33.2,32.18,32.63,12.83,16.01,19.12,19.25,32.29,21.74,19.05,52.57,37.65,14.98,21.1,27.16,18.41,28.07,16.84,23.76,28.62,22.48,25.76,18.06,16.53,14.94,18.12,21.23,11.96,22.86,16.14,39.06,20.71,12.19,32.82,27.99,38.3,24.83,33.49,14.56,28.65,19.61,25.77,43.6,21.64,26.93,40.11
GLAD2-LT01-2B-11H-2,85,87,29.524,47698.84,21.31,15.2,21.23,24.5,11.22,16.97,16.19,13.69,16.5,25.07,16.56,11.64,41.63,24.91,16.57,20.66,16.91,18.1,18.45,20.64,9.24,21.02,16.55,23.96,13.61,12.8,15.46,15.06,19.24,10.06,14.89,33.52,16.49,20.69,10.45,17.49,29.05,26.77,13.66,22.67,11.24,12.1,26.34,10.94,16.4,21.99,10.54,13.18,20.33,17.23
GLAD2-LT01-2B-11H-2,105,107,29.72,47975.2,20.1,10.15,16.46,17.56,12.76,17.62,36.85,16.36,17.86,17.31,23.13,17.35,12.63,18.66,21.57,18.79,28.84,20.44,19.34,20.46,15.12,13.31,24.48,14.88,22.72,14.78,13.02,12.56,11.58,25.66,14.98,16.26,13.33,10.1,14.07,19.65,17.61,18.57,28.1,18.57,17.53,21.21,17.71,16.81,20.86,18.04,15.71,27.33,18.38,40.6
GLAD2-LT01-2B-11H-2,125,127,29.916,48251.56,18.5,18.38,15.58,16.99,18.93,37.58,41.05,24.9,19.99,31.6,19.49,20.7,119.96,15.07,12.88,25.51,24.36,71.35,11.98,18.79,16.7,13.62,14.54,29.44,19.21,13.9,21.33,34.82,20.84,21.76,33.31,29.95,13.09,16.95,13.18,13.7,10.92,21.3,35.54,25.1,22.04,31.89,22.97,12.69,30.07,13.32,18.05,51.89,120.42,28.83
GLAD2-LT01-2B-12H-1,10,12,30.33,48835.3,39.35,20.83,22.87,40.2,35.38,41.64,21.74,22.14,21.23,32.94,41.15,14.22,21.76,52.54,38.31,32.98,16.1,16.68,35.64,19.77,36.14,36.82,32.66,19.77,44.03,22.55,15.02,14.85,38.76,16.46,41.73,52.72,29.93,38.78,16.21,23.57,20.34,43.34,20.2,36.48,16.94,18.33,33.16,41.24,25.25,33.82,19.26,14.26,36.12,
GLAD2-LT01-2B-12H-1,30,32,30.53,49117.3,15.53,17.56,17.49,17.02,22.72,8.25,18.19,21.05,13,12.4,11.53,36.09,32.67,37.34,30.25,25.24,16.07,18.25,29.32,11.64,17.05,24.49,28.46,34.18,39.47,23.58,17.39,15.94,19.8,19.64,29.54,57.02,19.05,28.44,28.96,45.04,14.48,41.09,20.89,21.04,71.3,21.3,13.49,26.82,27.41,14.02,29.26,31.92,,
GLAD2-LT01-2B-12H-1,50,52,30.73,49399.3,14.97,34.77,25.93,38.71,13.5,34.79,33.78,20.61,14.9,27.42,42.88,17.35,31,14.63,35.22,15.72,15.85,17.51,25.74,32.64,31.65,11.84,30.69,10.01,30.55,21.87,26.5,19.88,14.53,27.34,30.88,26.43,22.14,22.67,17.64,24.56,17.14,10.23,15.11,15.18,31.4,17.46,23.2,10.83,22.03,13.34,28.04,33.78,15.05,
GLAD2-LT01-2B-12H-1,70,72,30.93,49681.3,58.65,16.76,16.46,13.56,13.78,16.74,29.12,15.31,21.18,29.41,21.85,26.99,27.79,19.44,16.37,21.63,23.36,20.25,18.2,25.04,14.92,12.94,40.85,17.16,39.61,25.29,21.88,19.58,16.09,20.95,40.71,28.06,20.89,24.17,11.72,20.51,17.26,15.61,26.89,19.44,15.31,17.08,18.56,19.46,27.29,36.96,19.65,16.53,21.67,29.48
GLAD2-LT01-2B-12H-1,90,92,31.13,49963.3,24.29,22.54,30.74,26.02,26.84,26.33,16.95,13.2,18.32,21.78,20.84,39.37,44.56,14.59,29.04,18.42,18.24,18.95,28.92,16.12,20.49,31.04,39,33.99,13.73,16.33,35.59,27.1,38.95,17.43,43.11,33.11,23.04,24.17,11.24,24.87,26.05,23.62,13.98,14.3,17.35,17.71,23.78,22.15,38.32,11.78,17.8,28,22.88,45.48
GLAD2-LT01-2B-12H-1,110,112,31.33,50245.3,16.09,15.99,16.06,28.88,26.73,25.43,14.56,23.04,21.5,24.55,16.36,35.04,13.11,16.51,11.21,37.8,29.79,15.64,34.94,21.04,13.98,21.38,22.33,48.33,26.54,18.79,41.95,13.66,19.12,16.32,20.77,15.18,17.73,21.56,27.08,11.46,19.66,17.82,37.45,38.66,20.29,39.83,53.88,16.85,28.36,28.58,29.6,19.35,,
GLAD2-LT01-2B-12H-1,130,132,31.53,50527.3,26.04,18.5,33.58,13.47,17.98,52.47,11.54,21.96,7.33,14.6,15.34,33.88,29.55,22.04,29.17,16.47,31.31,13.99,12.15,14.33,11.39,24.22,23.28,20.91,19.73,18.96,22.06,12.89,21.33,24.06,16.28,14.56,30.4,15.36,18.68,29.23,18.1,23.95,23.92,16.7,18.86,21.51,11.22,36.3,21.63,36.02,24.58,33.97,13.06,15.7
GLAD2-LT01-2B-12H-2,10,12,31.82,50936.2,26.13,18.95,15.22,19.19,17.27,18.9,24.11,13.58,28.66,20.85,32.26,17.92,20.99,19.46,15.79,37.08,23.3,33.18,12.91,17.08,20.33,17.02,20.25,12.22,32.52,14.54,21.68,19.33,11.06,32.18,22.61,15.52,23.1,24.08,24.77,17.85,27.58,21.1,13.9,26.41,26.31,27.67,14.49,14.1,28.73,17.68,19.33,12.39,,
GLAD2-LT01-2B-12H-2,30,32,32.02,51218.2,26.9,22.96,20.28,19.75,25.58,19.6,28.72,17.5,21.52,20.92,15.55,31.18,18.19,26.4,25.13,34.85,15.87,10.44,11.51,26.35,15.74,33.48,32.76,13.77,16,19.73,28.57,11.66,23.42,24.87,23.76,38.3,24.9,22.91,25.65,19.61,23.54,37.54,35.21,21.27,28.7,26.11,18.5,22.8,18.87,22.42,18.52,20.16,13.71,22.67
GLAD2-LT01-2B-12H-2,70,72,32.42,51782.2,31.04,22.29,12.46,61.58,11.44,13.03,32.09,20.39,15.56,37.42,17.76,16.78,49.62,31.83,17.33,29.47,11.66,49.85,24.38,14.03,36.15,24,34.47,23.86,20.69,24.87,44.44,13.2,24.17,31.71,26.73,16.09,17.58,16.34,35.24,19.84,34.69,30.81,13.68,23.1,22.09,28.86,21.44,16.59,20.29,22.85,33.82,,,
GLAD2-LT01-2B-12H-2,90,92,32.62,52064.2,17.8,36.08,20.78,29.92,35.47,28.28,23.28,47.72,34.21,15.01,18.38,21.98,28.83,20.62,34.94,19.51,18.35,23.74,16.14,18.4,27.87,37.46,50.18,17.69,21.64,17.96,28.57,23.43,39.37,19.85,23.18,17.35,21.02,15.78,16.58,36.71,19.08,19.25,45.71,23.67,24.37,13.27,23.68,22.15,16.22,34.46,,,,
GLAD2-LT01-2B-12H-2,110,112,32.82,52346.2,17.45,19.19,27.84,25.37,19.18,28.2,31.34,24.65,31.78,16.97,26.86,18.47,17.47,16.28,37.05,18.92,30.11,24.59,39.8,22.25,121.18,27.42,44.64,26.56,19.54,50.11,27.57,17.57,33.12,39.78,47.22,33.8,29.91,57.94,55.38,63.19,27.52,48.92,57.44,24.21,27.98,45.76,15.3,13.17,25.03,45.66,17.11,30.9,12.99,
GLAD2-LT01-2B-12H-2,130,132,33.02,52628.2,22.26,21.41,26.97,16.16,21.57,28.92,50.96,26.64,18.16,34.29,37.22,37.37,15.79,16.93,19.89,20.15,18.39,39.44,19.54,12.55,45.57,16.97,37.87,30.29,18.65,11.03,38.34,23.34,14.1,18.73,15.49,11.82,20.36,17.21,16.65,17.24,37.54,38.77,38.25,34.41,42.23,13.76,40.28,19.88,30.99,28.12,16.19,16.62,,
GLAD2-LT01-2B-13H-1,40,42,33.63,53488.3,37.5,33.67,14.57,22.31,28.69,24.99,40.92,33.26,42.4,36.51,19.37,15.1,42.37,21.25,25.07,18.37,11.15,18.69,18.96,15.39,35.11,15.52,25.11,14.7,15.63,40.74,16.81,44.09,17.98,23.86,28.83,17.64,29.56,13.29,41.61,40.34,25.17,13.26,34.83,19.55,11.65,45.6,132.88,22.88,34.44,20.08,20.44,40.54,,
GLAD2-LT01-2B-13H-1,60,62,33.83,53770.3,35.68,24.78,24.7,30.81,15.49,21.35,38.09,27.96,28.34,37.65,105.83,32.18,25.97,31.04,15.58,22.2,36.34,41.75,24.63,21.98,11.67,19.97,38.74,27.33,46.44,16.53,46.72,35.25,12.66,21.95,15.15,38.78,26.38,22.18,41.57,25.19,14.29,33.33,19.66,21.37,27.52,15.98,32.72,16.67,13.88,29.38,16.05,19.56,27.97,22.75
GLAD2-LT01-2B-13H-1,80,82,34.03,54052.3,90.52,26.21,23.15,31.31,17.97,37.29,29.75,29.86,20.1,22.23,18.38,28.54,19.13,41.16,30.59,33.52,47,40.65,16.07,14.3,34.74,19.71,33.02,25.05,86.96,38.34,24.2,41.9,22.36,23.75,52.44,22.98,39.96,18.46,70.78,42.59,68.77,22.86,30.96,44.76,66.11,13.56,13.15,50.35,37.02,35.65,39.09,29.08,31.71,
GLAD2-LT01-2B-13H-1,100,102,34.23,54334.3,51.07,20.95,34.71,36.52,42.01,27.89,37.82,22.65,24.33,41.67,28.1,42.67,30.03,35.9,29.87,35.33,26.28,20.91,29.41,37.52,14.7,19.4,40.44,25.65,21.69,16.74,39.43,30.46,34.65,20.5,21.59,17.8,23.16,20.33,20.02,41.33,27.74,17.03,20.01,23.91,18.42,34.91,35.88,27.71,26.13,37.08,38.3,21.58,47.17,37.35
GLAD2-LT01-2B-13H-1,120,122,34.43,54616.3,37.96,11.66,27.57,20.83,30.91,24.82,15.63,23.03,40.68,23.29,21,29.88,25.39,30.74,28.05,32.3,34.06,37.14,23.5,24.94,16.22,17.56,39.36,15.31,43.07,21.29,29.82,22.74,26.69,32.32,23.88,38.9,40.02,17.38,33.73,25.98,15.91,35.5,30.03,41.39,22.59,34.26,15.74,23.88,22.54,48.54,15.94,32.54,,
GLAD2-LT01-2B-13H-2,20,22,34.93,55321.3,20.29,34.97,38.5,33.55,28.6,47.09,28.49,23.11,24.37,35.85,16.81,29.32,37.42,25.93,30.24,31.28,34.33,32.04,29.99,26.95,30.6,41.38,34.06,46.88,28.57,31.83,39.8,32.53,30.4,31.53,21.13,26.82,33.96,32.9,33.43,32.29,41.57,37.21,31.16,23.85,25.07,25.84,21.04,26.64,31.18,32.15,30.22,,,
GLAD2-LT01-2B-13H-2,40,42,35.13,55603.3,32.5,32.19,22.6,36.53,41.02,18.82,29.17,16.62,21.6,36.85,22.53,37.1,28.46,25.21,30.28,32.51,33.34,17.95,29.57,20.74,25.47,27.56,29.73,33.65,22.93,25.51,29.87,23.04,40.78,34.27,28.57,31.53,26.53,27.9,25.62,41.48,21.31,30.2,19.18,17.98,21.56,28.19,21.01,48.71,29.12,23.62,47.49,35.75,,
GLAD2-LT01-2B-13H-2,60,62,35.33,55885.3,28.81,22.73,17.28,16.87,25.18,34.87,14.92,18.65,22.44,24.49,17.92,18.14,20.43,24.15,17.83,17.58,28.97,16.65,41.66,13.75,18.35,15.54,26.19,12.62,22.85,19.21,,,,,,,,,,,,,,,,,,,,,,,,
GLAD2-LT01-2B-13H-2,120,122,35.93,56731.3,16.08,27.32,31.54,14.43,22.13,24.81,23.8,20,30.29,27.69,17.35,28.77,15.6,14.12,32.63,33.2,19.16,22.48,23.91,22.65,26.49,17.49,10.21,24.7,23.48,28.92,49.87,26.54,34.82,25.07,26.87,26.97,18.8,20.54,34.77,25.57,25.87,16.52,13.93,13.37,30.49,22.13,20.57,17.74,24.23,28.73,20.57,19.74,22.96,
GLAD2-LT01-2B-13H-2,140,142,36.13,57013.3,24.27,16.53,22.36,21.49,22.34,64.36,36.55,33.52,22.86,21.96,31.05,46.89,28.08,19.47,36.51,25.19,21.33,33.79,22.2,19.28,36.71,27.88,41.87,21.24,18.06,31.33,14.48,47.36,19.84,24.75,26.96,13.23,34.47,26.15,22.25,32.81,24.05,19.6,14.97,21.08,20.67,19.33,16.5,38.86,13.13,35.52,,,,
GLAD2-LT01-2B-14H-1,0,2,36.23,57154.3,28.75,35.48,53.52,22.25,19.02,28.67,34.05,21.6,17.54,20.96,28.09,26.84,23.31,26.46,36.4,36.75,37.57,42.97,48.5,19.02,26.46,27.64,17,27.21,39.63,33.38,19.44,40.85,36.03,30.16,23.43,40.44,26.9,16.33,39.53,18,29.23,38.89,21.47,29.31,19.96,26.93,27.41,41.21,30.34,28.82,46.94,38.82,21.84,
GLAD2-LT01-2B-14H-1,40,42,36.618,57701.38,32.92,38.65,27.08,29.39,26.01,43.54,35.65,39.46,16.54,30.6,27.78,29.36,19.39,28.2,35.8,21.51,26.11,22.25,32.89,29.93,14.34,19.55,32.91,23.07,36.55,11.46,28.72,49.34,13.04,22.95,35.88,48.79,25.79,41.01,31.85,35.64,34.87,24.41,31.03,18.16,29.19,26.81,28.5,25.63,38.29,33.88,18.77,,,
GLAD2-LT01-2B-14H-1,60,62,36.813,57976.33,24.27,29.78,25.46,26.05,22.89,13.66,31.86,51.78,37.69,30.6,39.49,24.04,24.19,32.54,31.47,25,18.25,19.49,19.25,31.89,35.92,14.87,39.65,11.44,28.59,40.76,14.7,38.91,43.98,22.2,40.18,40.95,18.84,24.07,32.87,16.65,12.82,22.97,39.31,40.89,40.45,14.71,17.45,44.18,16.17,39.98,35.53,18.47,,
GLAD2-LT01-2B-14H-1,80,82,37.007,58249.87,42.66,45.02,41.61,18.12,36.03,14.34,24.35,25.84,25.42,37.23,32.07,27.41,48.73,24.89,19.79,34.26,17.76,18.16,29.9,21.95,37.93,14.09,32.25,29.57,12.45,36.06,15.32,28.22,37.18,22.23,28.07,13.82,18.53,31.99,14.83,18.02,14.25,46.67,19.6,38.48,24.93,36.75,37.83,18.88,24.43,21.36,12.03,,,
GLAD2-LT01-2B-14H-1,100,102,37.201,58523.41,37.27,24.43,15.41,12.5,18.13,16.2,32.25,36.89,29.85,41.14,14.92,38.64,47.26,39.27,31.42,19.19,29.84,16.38,23.11,17.27,34.28,34.27,25.44,23.53,11.85,20.17,48.3,35.63,27.22,31.7,33.28,40.19,46.83,30.31,32.12,16.98,27.42,22.73,11.76,15.56,26.58,21.23,13.57,25.12,16.35,17.08,18.38,46.08,35.93,
GLAD2-LT01-2B-14H-1,120,122,37.395,58796.95,18.2,20.82,14.34,20.27,18.11,36.6,35.68,23.5,30.23,26.14,55.84,31.89,19.25,12.62,14.71,15.05,23.61,26.55,27.22,13.34,15.46,18.19,22.1,29.3,32.93,12.85,32.31,18.62,22.19,37.45,38.31,35.51,22.07,30.2,15.12,21.14,13.15,30.22,17.77,14.73,34.42,25.7,48.08,28.65,17.71,15.58,32.87,31.63,,
GLAD2-LT01-2B-14H-2,60,62,38.269,60029.29,23.4,36.67,41.97,38.94,20.96,31.7,40.43,48.65,33.67,33.54,45.58,34.56,50.21,39.66,41.78,58.49,24.74,19.82,36.94,23.75,53.63,44.97,29.88,19.74,31.82,17.92,23.79,51.24,43.34,28.43,27.27,47.17,26.89,31.5,39.12,24.71,27.7,25.29,20.04,29.6,22.93,12.65,28.3,36.49,45.64,27.35,30,26.01,37.88,45.03
