No,Spec.,Species,Kimura et al (2013b),Age,Time Slice,Locality,Tooth,Length,Width,VanDam1997,RatioAnterostyle,Angle(anterostyle),Angle(enterostyle),1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,UniX,UniY
250,33569,Progonomys hussaini,,11.35,Time 1,76,M1/,1.860,1.100,1.075,0.491,44.000,60.000,0.000,0.000,0.002,0.001,0.000,0.001,-0.001,0.001,0.000,-0.001,0.005,0.007,0.002,0.000,-0.001,-0.006,0.005,0.009,0.007,0.005,0.022,-0.006,0.021,-0.015,-0.022,-0.002,-0.024,0.016
251,33570,Progonomys hussaini,,11.35,Time 1,76,M1/,1.950,1.090,1.036,0.440,34.000,55.000,-0.001,0.000,0.001,0.002,0.002,-0.001,0.001,0.008,0.001,0.007,0.004,0.007,-0.002,-0.001,0.003,0.014,0.008,-0.001,0.016,-0.002,-0.004,0.005,-0.014,0.009,-0.016,0.007,-0.017,0.001
252,33571,Progonomys hussaini,,11.35,Time 1,76,M1/,1.710,1.080,1.151,0.415,35.000,66.000,-0.001,0.000,-0.001,0.000,-0.001,-0.002,-0.001,-0.002,0.001,0.000,0.000,0.004,0.000,0.004,-0.004,0.002,0.002,-0.005,0.002,0.009,0.000,-0.008,0.002,-0.007,-0.021,0.003,0.006,-0.016
253,33581,Progonomys hussaini,,11.35,Time 1,76,M1/,1.860,1.100,1.111,0.446,35.000,57.000,-0.001,0.000,-0.001,-0.001,-0.001,0.000,0.001,-0.005,0.001,0.000,0.001,0.003,-0.001,-0.007,-0.005,0.004,0.004,0.000,-0.007,0.004,-0.003,-0.007,-0.002,0.008,-0.007,-0.010,-0.023,-0.018
254,33583,Progonomys hussaini,,11.35,Time 1,76,M1/,1.740,1.000,1.048,0.442,54.000,66.000,0.001,0.001,0.003,0.001,-0.001,0.005,0.001,0.004,0.000,-0.005,-0.001,0.003,-0.002,0.003,0.001,-0.001,0.006,-0.010,0.009,0.007,0.011,0.019,-0.012,-0.003,-0.034,0.009,-0.029,0.028
255,33585,Progonomys hussaini,,11.35,Time 1,76,M1/,1.810,1.050,1.033,0.405,28.000,51.000,-0.004,-0.003,-0.001,0.001,0.001,-0.001,-0.001,-0.003,0.001,0.001,-0.003,-0.003,0.004,0.001,-0.007,0.003,0.008,-0.005,0.018,0.001,-0.001,0.018,-0.002,-0.011,-0.032,0.004,-0.029,0.001
256,33587,Progonomys hussaini,,11.35,Time 1,76,M1/,1.680,1.010,1.067,0.430,42.000,64.000,0.000,0.000,0.000,-0.002,-0.002,0.000,0.003,-0.003,-0.002,0.002,0.002,0.001,-0.002,-0.001,0.000,0.006,0.002,-0.002,0.015,-0.005,0.016,0.011,-0.017,0.012,0.013,0.017,-0.019,-0.003
257,33588,Progonomys hussaini,,11.35,Time 1,76,M1/,1.930,1.130,1.129,0.434,41.000,80.000,-0.001,0.000,0.000,0.001,0.002,0.000,0.000,0.001,0.000,0.003,0.000,-0.001,0.001,-0.004,-0.001,0.009,0.011,0.006,0.013,0.010,-0.007,0.000,-0.011,-0.012,-0.028,-0.003,0.003,0.001
258,53814,Progonomys hussaini,,11.54,Time 1,83,M1/,1.740,1.000,1.036,0.511,38.000,73.000,-0.002,-0.002,0.003,0.002,0.000,0.002,-0.004,-0.006,0.000,0.001,0.003,0.004,0.004,0.003,-0.004,-0.007,0.001,0.011,0.001,0.005,0.007,0.003,0.000,-0.007,-0.014,-0.008,-0.025,0.016
259,33639,Progonomys hussaini,,11.6,Time 1,504,M1/,1.760,1.040,1.074,0.478,38.000,77.000,0.000,-0.001,-0.001,-0.001,-0.002,-0.001,0.000,-0.002,-0.001,-0.006,-0.003,0.001,0.000,0.003,0.000,0.001,0.011,0.000,0.004,0.009,-0.013,0.004,-0.003,-0.013,-0.031,0.008,0.021,0.010
260,33801,Progonomys hussaini,,11.6,Time 1,504,M1/,1.860,1.010,1.054,0.432,38.000,69.000,0.002,0.002,-0.002,-0.001,0.001,-0.001,0.002,0.003,0.000,0.001,-0.001,-0.002,-0.003,0.003,0.006,0.003,0.001,-0.009,0.004,0.008,-0.008,0.004,-0.029,-0.007,-0.011,0.018,-0.016,0.043
261,33330,near Progonomys,Progonomys sp.,12.3,,634,M1/,1.890,1.140,1.099,0.456,29.000,58.000,0.003,0.003,0.001,-0.001,0.000,0.003,0.003,-0.003,0.000,0.003,0.004,0.002,-0.004,-0.010,0.002,-0.001,0.001,0.005,-0.007,0.001,0.002,0.004,-0.025,0.009,-0.004,0.004,-0.010,-0.008
262,33338,near Progonomys,Progonomys sp.,12.3,,634,M1/,1.790,1.110,1.169,0.532,34.000,69.000,0.001,0.002,-0.001,0.002,0.002,-0.002,0.000,0.000,-0.003,-0.001,0.001,0.004,0.001,0.004,0.002,0.010,0.023,-0.001,0.000,0.005,-0.012,-0.007,-0.028,-0.016,0.002,0.034,0.042,0.004
263,33705,near Progonomys,,12.35,,496,M1/,2.000,1.200,1.077,0.486,45.000,53.000,0.003,0.003,-0.002,-0.002,-0.001,0.000,0.005,0.002,0.000,0.001,0.000,0.003,-0.005,-0.005,0.003,0.004,0.010,-0.007,0.007,0.008,0.001,-0.004,0.002,-0.015,-0.029,0.007,-0.001,0.001
264,45013,near Progonomys,,12.35,,496,M1/,1.860,1.170,1.166,0.444,41.000,70.000,0.003,0.002,-0.004,-0.002,0.000,-0.002,0.003,-0.001,0.001,-0.003,-0.001,0.000,-0.001,-0.002,0.002,-0.010,0.004,-0.003,0.006,0.011,-0.004,0.004,-0.013,-0.017,-0.030,-0.019,0.004,-0.018
265,45019,near Progonomys,,12.35,,496,M1/,1.910,1.180,1.110,0.582,51.000,69.000,0.003,0.002,-0.001,0.000,0.000,-0.002,-0.001,-0.001,-0.003,-0.002,0.000,0.002,0.001,0.007,0.002,0.001,0.012,0.002,-0.004,0.024,-0.007,-0.008,0.018,-0.028,-0.012,0.000,0.028,0.016
266,45020,near Progonomys,,12.35,,496,M1/,1.840,1.150,1.141,0.500,35.000,65.000,0.003,0.002,-0.003,-0.001,-0.001,-0.004,0.001,0.002,0.000,-0.002,0.003,0.012,-0.005,0.005,0.004,-0.006,0.007,-0.002,-0.003,0.022,-0.006,-0.010,-0.005,-0.004,-0.007,0.009,0.023,0.000
267,45024,near Progonomys,,12.35,,496,M1/,1.730,1.090,1.081,0.381,26.000,68.000,0.002,0.002,-0.003,-0.002,-0.001,0.001,0.009,-0.002,-0.001,0.005,0.000,-0.001,-0.007,-0.013,-0.002,0.007,0.012,0.009,0.024,0.022,0.007,-0.001,-0.018,0.028,-0.002,-0.013,0.012,-0.046
268,40055,Antemus chinjiensis,,12.75,,714,M1/,1.840,1.090,1.093,0.555,43.000,57.000,0.001,0.001,-0.001,-0.002,0.000,0.002,0.003,0.005,0.003,0.003,-0.002,-0.002,-0.007,-0.003,0.001,-0.005,-0.006,-0.007,0.030,0.012,-0.004,-0.003,-0.034,-0.001,-0.014,-0.039,-0.031,-0.010
269,53859,Antemus chinjiensis,,12.75,,825,M1/,1.700,1.010,1.043,0.470,38.000,84.000,0.001,0.002,0.002,0.000,-0.001,0.003,-0.001,-0.008,0.001,0.003,0.001,0.002,0.002,-0.005,-0.009,-0.004,0.005,0.002,0.003,0.028,0.007,-0.013,-0.015,-0.014,-0.014,-0.023,0.010,0.021
270,33450,Antemus chinjiensis,,13.1,,690,M1/,1.870,1.190,1.127,0.511,39.000,78.000,0.000,-0.001,0.001,-0.001,-0.001,0.001,0.000,0.002,0.001,0.001,0.000,0.006,-0.006,-0.001,0.003,-0.003,-0.002,0.009,0.009,0.016,-0.019,-0.004,-0.030,0.003,-0.018,-0.028,0.040,-0.021
271,33803,Antemus chinjiensis,,13.18,,718,M1/,1.900,1.140,1.110,0.470,35.000,48.000,-0.002,-0.001,-0.001,0.000,0.001,-0.001,0.002,0.000,0.003,0.006,0.002,0.004,-0.002,-0.007,-0.006,0.000,0.002,-0.002,0.021,0.011,0.002,-0.003,-0.022,-0.006,-0.012,-0.024,0.000,0.003
272,33810,Antemus chinjiensis,,13.18,,718,M1/,1.890,1.140,1.110,0.505,36.000,69.000,-0.001,0.000,0.001,0.000,0.000,0.003,0.001,-0.003,0.001,0.005,0.001,0.002,-0.002,-0.011,-0.007,0.001,0.014,0.001,0.031,0.011,-0.008,-0.002,-0.029,-0.015,-0.013,-0.020,-0.006,-0.023
273,33830,Antemus chinjiensis,,13.18,,718,M1/,1.790,1.190,1.152,0.506,33.000,75.000,-0.002,0.000,0.000,0.002,0.002,0.000,-0.001,0.001,0.001,0.003,-0.002,-0.001,0.002,-0.001,-0.004,0.006,0.012,-0.012,0.011,-0.006,-0.009,-0.013,-0.014,-0.017,-0.014,-0.014,0.035,-0.035
274,45006,Antemus chinjiensis,,13.18,,718,M1/,1.950,1.200,1.099,0.560,39.000,67.000,0.003,0.001,-0.001,-0.003,-0.002,0.002,0.003,0.006,0.001,0.000,-0.001,0.005,-0.013,-0.003,0.008,-0.002,-0.003,-0.009,0.015,-0.002,-0.022,-0.008,-0.028,0.001,-0.013,-0.009,0.004,-0.010
275,36769,Antemus chinjiensis,,13.6,,651,M1/,1.920,1.230,1.150,0.270,42.000,64.000,0.002,0.002,0.002,0.000,0.001,0.003,0.002,0.002,0.000,0.004,0.004,0.004,-0.003,-0.004,0.003,-0.002,0.004,0.005,0.013,0.009,0.005,-0.008,-0.027,0.000,-0.008,-0.015,0.011,-0.020
276,36772,Antemus chinjiensis,,13.6,,651,M1/,1.790,1.100,1.087,0.273,38.000,69.000,0.000,0.000,0.001,0.000,0.001,0.002,0.000,0.001,0.001,0.003,-0.003,-0.005,-0.002,0.000,-0.002,-0.005,0.001,-0.009,0.025,0.005,-0.017,0.002,-0.028,-0.024,-0.025,-0.001,-0.013,-0.032
277,36779,Antemus chinjiensis,,13.6,,651,M1/,1.660,1.030,1.067,0.304,26.000,67.000,-0.001,0.000,0.000,-0.001,0.000,0.001,0.005,0.002,0.001,0.003,0.000,-0.001,-0.004,-0.010,-0.001,0.012,0.007,-0.005,0.032,0.000,0.016,0.004,-0.020,-0.014,-0.026,0.001,-0.018,-0.056
278,36780,Antemus chinjiensis,,13.6,,651,M1/,1.820,1.040,1.038,0.450,37.000,54.000,0.001,0.002,0.000,-0.001,0.000,0.002,0.003,-0.003,-0.002,0.005,0.001,-0.001,-0.002,-0.008,-0.003,0.007,0.017,0.003,0.027,0.020,0.007,0.002,-0.031,-0.011,-0.004,-0.009,-0.031,0.005
279,36699,Antemus chinjiensis,,13.62,,430,M1/,1.670,1.060,1.099,0.431,37.000,75.000,-0.003,-0.003,-0.001,0.000,0.000,-0.001,0.000,-0.005,0.005,0.005,0.005,0.009,-0.002,-0.012,-0.007,-0.010,0.001,0.012,0.015,0.007,-0.014,0.009,-0.045,-0.002,-0.020,-0.007,0.020,-0.038
280,36706,Antemus chinjiensis,,13.62,,430,M1/,1.820,1.150,1.116,0.379,40.000,67.000,0.000,0.001,-0.001,0.001,0.002,0.000,0.000,-0.001,0.003,0.001,0.001,0.001,0.001,-0.007,-0.002,-0.005,0.011,0.007,0.012,0.015,-0.011,-0.011,-0.036,-0.035,-0.034,-0.001,0.030,-0.010
281,36707,Antemus chinjiensis,,13.62,,430,M1/,1.770,1.070,1.118,0.393,41.000,93.000,-0.003,-0.004,-0.001,0.000,-0.001,-0.001,-0.002,-0.007,0.004,0.000,-0.001,0.007,-0.001,-0.004,-0.008,-0.013,0.001,0.011,0.008,0.036,-0.024,0.002,-0.050,-0.017,-0.014,-0.020,0.018,0.010
282,36718,Antemus chinjiensis,,13.62,,430,M1/,1.890,1.110,1.069,0.340,34.000,68.000,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,-0.008,-0.001,0.005,0.003,0.002,0.002,-0.007,-0.005,-0.007,0.017,0.019,0.033,0.025,-0.004,0.001,-0.040,-0.004,-0.007,-0.024,-0.010,-0.009
283,36719,Antemus chinjiensis,,13.62,,430,M1/,1.810,1.160,1.122,0.536,50.000,80.000,0.001,0.001,-0.001,0.000,0.000,0.000,-0.001,0.001,0.002,-0.003,-0.003,0.007,-0.002,0.003,-0.004,-0.010,0.005,-0.004,-0.009,0.028,-0.029,-0.003,-0.001,-0.007,-0.007,-0.007,0.039,-0.003
284,33448,Antemus chinjiensis,,13.65,,640,M1/,1.690,1.020,1.073,0.305,41.000,68.000,0.000,0.001,0.001,0.000,0.001,0.001,0.001,0.002,0.000,0.003,0.001,0.001,-0.003,-0.004,0.000,-0.002,0.008,0.003,0.027,0.008,-0.006,0.003,-0.025,-0.013,-0.014,-0.009,-0.009,-0.037
285,33740,Antemus chinjiensis,,13.65,,641,M1/,1.540,0.910,1.063,0.357,30.000,65.000,-0.001,-0.001,0.002,-0.001,-0.002,0.003,0.000,-0.004,-0.001,0.000,0.002,0.005,-0.001,0.003,-0.007,-0.010,0.012,-0.004,0.035,0.007,0.014,0.008,-0.026,0.001,-0.001,-0.002,-0.026,-0.011
286,33747,Antemus chinjiensis,,13.65,,641,M1/,1.780,1.110,1.130,0.329,41.000,71.000,0.002,0.002,-0.003,-0.004,-0.002,-0.001,0.005,-0.005,0.001,0.002,0.003,0.002,-0.005,-0.012,0.002,-0.006,-0.001,0.008,0.020,0.004,0.006,0.003,-0.020,-0.007,-0.025,-0.025,-0.006,-0.034
287,36219,Antemus chinjiensis,,13.65,,59,M1/,1.830,1.150,1.116,0.555,24.000,54.000,-0.001,0.000,0.001,0.001,0.001,0.004,0.001,0.007,0.004,0.003,0.002,0.007,-0.005,-0.009,-0.003,-0.006,0.000,-0.001,0.010,0.005,-0.003,-0.004,0.001,-0.007,0.005,-0.015,0.003,-0.010
288,36809,Antemus chinjiensis,,13.65,,640,M1/,1.530,0.900,1.084,0.496,22.000,69.000,0.002,0.002,-0.001,-0.002,-0.001,-0.001,0.003,-0.001,0.001,0.004,0.005,0.006,-0.006,-0.004,0.002,-0.004,-0.001,0.004,0.011,0.008,0.000,0.003,-0.032,0.008,0.001,0.004,-0.017,-0.038
289,26261,Antemus chinjiensis,,13.8,,491,M1/,1.790,1.160,1.122,0.517,31.000,64.000,-0.003,-0.002,0.000,0.000,-0.001,0.000,0.000,-0.005,0.003,0.003,0.000,0.002,0.000,-0.006,-0.011,0.000,0.007,-0.005,0.023,0.015,0.005,-0.002,-0.014,-0.037,-0.024,-0.010,0.006,-0.021
290,26262,Antemus chinjiensis,,13.8,,491,M1/,1.990,1.160,1.065,0.336,36.000,59.000,0.002,0.002,0.000,-0.002,0.000,0.005,0.005,0.008,0.002,0.007,-0.002,-0.002,-0.009,-0.012,0.001,-0.004,-0.004,0.002,0.025,0.025,-0.007,-0.011,-0.013,-0.003,0.009,-0.021,-0.022,-0.029
291,26290,Antemus chinjiensis,,13.8,,491,M1/,1.860,1.170,1.140,0.388,24.000,62.000,-0.003,-0.002,0.001,0.000,0.000,0.002,0.001,-0.002,0.000,-0.001,-0.002,-0.002,0.001,-0.005,-0.008,0.000,0.017,0.003,0.029,0.012,0.001,0.003,-0.002,-0.014,0.001,-0.014,0.004,-0.024
292,36697,Antemus chinjiensis,,13.8,,491,M1/,1.790,1.170,1.153,0.488,45.000,66.000,0.001,0.000,0.001,-0.001,-0.003,0.000,-0.002,-0.007,0.000,-0.001,0.003,0.009,-0.001,0.001,-0.003,-0.006,0.003,0.008,0.001,0.021,-0.008,-0.010,-0.026,-0.007,-0.019,-0.014,0.038,-0.017
293,36698,Antemus chinjiensis,,13.8,,491,M1/,1.790,1.130,1.093,0.439,21.000,57.000,-0.004,-0.004,0.000,0.000,-0.001,0.001,0.000,-0.004,0.002,0.003,-0.001,0.001,-0.001,-0.003,-0.011,-0.006,0.000,0.003,0.022,0.017,0.001,0.001,-0.007,-0.001,0.000,-0.019,-0.012,-0.041
294,36701,Antemus chinjiensis,,13.8,,491,M1/,1.950,1.110,1.093,0.424,26.000,69.000,0.000,-0.001,-0.001,-0.002,-0.001,-0.003,0.001,-0.005,0.003,0.007,0.005,0.007,-0.003,-0.003,-0.004,-0.007,0.001,0.009,0.028,0.030,0.001,0.015,-0.061,-0.018,-0.026,-0.007,-0.012,-0.007
295,36710,Antemus chinjiensis,,13.8,,491,M1/,1.730,1.070,1.080,0.525,24.000,69.000,-0.003,-0.002,-0.002,-0.001,0.000,-0.001,0.002,-0.006,0.002,0.003,-0.002,-0.007,0.003,-0.003,-0.008,-0.003,0.000,-0.005,0.029,0.003,0.015,0.010,-0.020,-0.014,-0.021,-0.009,-0.029,-0.024
296,36711,Antemus chinjiensis,,13.8,,491,M1/,1.820,1.140,1.110,0.386,50.000,71.000,0.000,-0.001,-0.003,-0.002,-0.001,-0.002,0.001,-0.001,0.003,-0.002,0.001,0.007,-0.004,-0.004,-0.001,-0.007,0.004,0.002,0.011,0.023,-0.014,0.003,-0.041,-0.021,-0.027,-0.020,0.009,-0.020
297,36712,Antemus chinjiensis,,13.8,,491,M1/,1.870,1.080,1.052,0.426,35.000,60.000,0.001,0.001,-0.002,-0.001,0.000,0.000,0.004,0.001,0.000,0.002,0.001,0.003,-0.004,-0.008,0.000,0.004,0.009,0.002,0.016,0.018,0.000,-0.011,-0.026,0.006,-0.011,-0.036,-0.012,-0.011
298,36713,Antemus chinjiensis,,13.8,,491,M1/,1.910,1.240,1.144,0.511,43.000,66.000,0.001,0.000,0.001,0.000,-0.001,0.003,0.002,0.004,0.000,-0.003,-0.001,0.003,-0.005,-0.003,0.004,-0.003,0.003,0.005,0.016,0.012,-0.013,-0.002,-0.020,-0.028,-0.022,-0.025,0.008,-0.042
299,36717,Antemus chinjiensis,,13.8,,491,M1/,1.800,1.090,1.105,0.511,24.000,65.000,0.001,0.002,0.000,-0.001,0.000,-0.001,0.000,-0.009,0.000,0.005,0.006,0.006,0.002,-0.006,-0.005,-0.009,0.012,0.013,0.019,0.011,0.001,0.000,-0.045,-0.011,-0.023,-0.008,-0.008,-0.027
300,36720,Antemus chinjiensis,,13.8,,491,M1/,1.960,1.130,1.105,0.466,34.000,60.000,0.002,0.003,-0.001,-0.002,-0.001,0.001,0.005,0.000,-0.001,0.003,0.000,0.001,-0.006,-0.010,0.002,0.004,0.009,0.003,0.018,0.012,-0.004,-0.003,-0.027,0.004,0.008,-0.025,-0.031,-0.024
301,45078,near Antemus,,14.05,,733,M1/,1.660,1.010,,,,,0.001,0.002,0.001,-0.001,-0.001,0.004,0.004,-0.003,-0.002,0.003,-0.001,-0.004,-0.002,-0.011,-0.005,0.006,0.028,0.008,0.054,0.017,0.007,0.012,0.002,-0.022,-0.018,-0.015,-0.010,-0.050
302,45083,near Antemus,,14.05,,733,M1/,1.530,0.930,,,,,0.002,0.002,-0.002,-0.004,-0.002,-0.001,0.005,-0.004,-0.001,0.006,0.003,-0.001,-0.007,-0.009,0.004,-0.002,0.002,0.009,0.045,0.007,-0.004,0.008,-0.047,-0.012,-0.034,-0.012,-0.017,-0.070
303,45090,near Antemus,,14.05,,733,M1/,1.630,0.970,,,,,0.001,0.001,-0.006,-0.004,-0.002,-0.004,0.001,-0.006,0.002,-0.003,-0.009,-0.003,0.000,0.004,-0.008,-0.005,0.010,-0.020,0.017,0.016,-0.029,0.028,-0.049,-0.021,-0.039,0.009,-0.009,-0.037
304,45092,near Antemus,,14.05,,733,M1/,1.780,1.080,,,,,0.000,0.000,-0.004,-0.003,-0.001,-0.002,0.001,-0.006,0.001,-0.003,-0.002,0.003,-0.001,-0.003,-0.008,-0.012,0.016,0.005,0.017,0.028,-0.020,0.005,-0.026,-0.004,0.007,-0.014,-0.004,-0.051
