Pup_ID,Date,Temp,ObsID,LitterID,Age,Sex,Weight,Headlength
1862,2012-07-13,16.26,1,268,13,F,6.7,19.6
1863,2012-07-13,16.26,1,268,13,M,6.9,19.8
1864,2012-07-13,16.26,1,268,13,M,6.6,19.5
1865,2012-07-13,16.26,1,555,12,F,6.9,19.8
1866,2012-07-13,16.26,1,555,12,F,6.7,19.4
1867,2012-07-17,16.64,1,271,13,F,7.1,20.4
1868,2012-07-17,16.64,1,271,13,M,7.4,20.3
1869,2012-07-17,16.64,1,556,13,M,4.7,18.4
1870,2012-07-17,16.64,1,556,13,F,4.6,18.4
1871,2012-07-17,16.64,1,556,13,F,5.3,19.6
1872,2012-07-17,16.64,1,556,13,M,4.7,19
1873,2012-07-24,18.65,1,558,12,F,6.7,19.8
1874,2012-07-24,18.65,1,721,13,M,7,19.5
1875,2012-07-24,18.65,1,558,12,F,6.5,19.6
1876,2012-07-24,18.65,1,558,12,M,6.4,19.4
1877,2012-07-30,17.10,2,273,14,M,7.7,20.9
1878,2012-07-30,17.10,2,273,14,M,7.6,20.6
1879,2012-07-30,17.10,2,273,14,M,7.5,20.4
1880,2012-07-30,17.10,2,273,14,F,7.7,21.3
1881,2012-07-30,17.10,2,273,14,M,7.7,20.7
1882,2012-07-30,17.10,2,273,14,M,6.9,21.5
1883,2012-07-30,17.10,2,273,14,M,7.5,21.7
1884,2012-07-30,17.10,2,273,14,F,8,21.2
1885,2012-07-30,17.10,2,273,14,M,7.1,20.8
1886,2012-07-30,17.10,2,274,13,M,7.3,19.7
1887,2012-07-30,17.10,2,274,13,F,6.4,20.7
1888,2012-07-30,17.10,2,274,13,F,8.2,18.9
1889,2012-07-30,17.10,2,274,13,M,7.7,20.4
1890,2012-07-30,17.10,2,275,13,F,6.1,19.6
1891,2012-07-30,17.10,2,275,13,M,6.2,18
1892,2012-07-30,17.10,2,275,13,F,5.7,19.8
1893,2012-07-30,17.10,2,275,13,F,5.3,19.3
1894,2012-07-30,17.10,2,275,13,M,5.8,20.4
1895,2012-07-30,17.10,2,275,13,F,5.4,19.3
1896,2012-07-30,17.10,2,275,13,M,5.7,19.8
1897,2012-07-30,17.10,2,272,13,F,7.6,21.3
1898,2012-08-18,20.45,2,277,13,F,5.2,19.4
1899,2012-08-18,20.45,2,277,13,M,5.7,18.2
1900,2012-08-18,20.45,2,277,13,M,5.6,19.4
1901,2012-08-18,20.45,2,277,13,F,5.3,19.3
1902,2012-08-18,20.45,2,277,13,M,5.3,19.6
1903,2012-08-18,20.45,2,277,13,F,5.5,18.3
1904,2012-08-27,16.11,1,561,13,M,5.4,18.8
1905,2012-08-27,16.11,1,561,13.5,M,6.7,19.7
1906,2012-08-27,16.11,1,561,13.5,F,7.1,19.7
1907,2012-08-27,16.11,1,561,13.5,F,7.9,20.4
1908,2012-08-27,16.11,1,561,13.5,F,7.9,20.4
1909,2012-08-27,16.11,1,562,12,M,6.7,19.8
1910,2012-08-27,16.11,1,561,13.5,F,7.1,19.7
1911,2012-08-27,16.11,1,561,13,M,7,20.1
1912,2012-08-27,16.11,1,561,12,F,6.9,19.5
1913,2012-08-27,16.11,1,561,13.5,F,7.3,20
1914,2012-08-27,16.11,1,561,13,F,6.8,19.8
1915,2012-08-27,16.11,1,561,13,M,7.1,20
1916,2012-08-27,16.11,1,562,12,M,6.6,19.2
1917,2012-08-27,16.11,1,561,13,F,6.2,19.6
1918,2012-08-31,13.26,1,568,14,M,6.6,20.3
1919,2012-08-31,13.26,1,568,14,M,5.6,19.6
1920,2012-08-31,13.26,1,563,14,F,6.8,19.7
1921,2012-08-31,13.26,1,570,14,F,6.2,20.1
1922,2012-08-31,13.26,1,563,14,M,5.9,20.1
1923,2012-08-31,13.26,1,569,12,M,6,19.6
1924,2012-08-31,13.26,1,569,12,M,5.7,19
1925,2012-08-31,13.26,1,569,12,F,5.4,19
1926,2012-08-31,13.26,1,278,12,F,5.9,19.8
1927,2012-08-31,13.26,1,278,12,M,6.8,20.3
1928,2012-08-31,13.26,1,278,12,M,5.8,19.1
1929,2012-09-05,17.78,1,564,14,M,5.7,19.5
1930,2012-09-05,17.78,1,564,14,F,5.4,18.9
1931,2012-09-05,17.78,1,564,14,M,3.8,17.7
1932,2012-09-05,17.78,1,564,14,M,4.6,18.5
1933,2012-09-05,17.78,1,564,14,M,5,18.8
1934,2012-09-05,17.78,1,564,14,M,5.2,18.9
1935,2012-09-05,17.78,1,280,13,F,6.7,19.8
1936,2012-09-07,15.78,1,282,13,F,6.9,19.9
1937,2012-09-07,15.78,1,282,13,M,6.5,20.1
1938,2012-09-07,15.78,1,282,13,M,5.7,19.2
1939,2012-09-07,15.78,1,282,13,M,5.8,19.7
1940,2012-09-07,15.78,1,284,12,F,7.6,20
1941,2012-09-07,15.78,1,567,12,F,7.7,20.8
1942,2012-09-07,15.78,1,369,13,F,8.5,20.3
1943,2012-09-07,15.78,1,566,13,F,8.7,20.6
1944,2012-09-07,15.78,1,566,14,M,6.4,20
1945,2012-09-10,19.10,1,284,14,F,5.4,19.5
1946,2012-09-10,19.10,1,284,14,M,6.2,20.1
1947,2012-09-10,19.10,1,284,14,M,5.8,19.6
1948,2012-09-10,19.10,1,284,14,F,5.5,20.2
1949,2012-09-10,19.10,1,565,13,M,5.7,19.5
1950,2012-09-10,19.10,1,284,14,M,5.1,19.8
1951,2012-09-10,19.10,1,565,13,M,5.3,19.6
1952,2012-09-12,14.28,1,281,13,M,5.2,18.2
1953,2012-09-12,14.28,1,283,14,F,8.8,21.2
1954,2012-09-12,14.28,1,279,13,F,7.9,20.2
1955,2012-09-12,14.28,1,279,13,M,7.2,20.5
1956,2012-09-12,14.28,1,279,13,M,7.2,20.2
1957,2012-09-12,14.28,1,717,13,M,6.7,20.3
1958,2012-09-16,14.01,1,285,14,F,6,21
1959,2012-09-16,14.01,1,285,14,M,6.5,20.6
1960,2012-09-16,14.01,1,285,14,M,6.6,20.3
1961,2012-09-16,14.01,1,285,14,F,6.1,20.2
1962,2012-09-16,14.01,1,285,14,M,6.1,20.2
1963,2012-09-16,14.01,1,571,12,F,5.8,18.9
1964,2012-09-16,14.01,1,571,12,F,5,19
1965,2012-09-16,14.01,1,571,12,M,5,18.7
1966,2012-09-16,14.01,1,571,12,F,4.8,18.1
1967,2012-09-25,14.00,1,288,14,M,6.1,19.6
1968,2012-09-25,14.00,1,582,14,F,6.1,19.2
1969,2012-09-25,14.00,1,582,14,M,5.7,19
1970,2012-09-25,14.00,1,583,13,F,5.4,18.8
1971,2012-09-25,14.00,1,287,13,F,5,19
1972,2012-09-25,14.00,1,287,13,F,5.4,18.8
1973,2012-09-25,14.00,1,583,13,F,4.7,18.4
1974,2012-09-25,14.00,1,583,12,F,4.9,18.7
1975,2012-09-25,14.00,1,583,12,F,5,18.7
1976,2012-09-25,14.00,1,291,13,M,8.9,19.9
1977,2012-09-25,14.00,1,291,13,M,8.1,20.1
1978,2012-09-25,14.00,1,286,14,F,7.2,20.1
1979,2012-09-25,14.00,1,286,14,F,8,20.9
1980,2012-09-25,14.00,1,286,14,M,7.6,20.4
1981,2012-09-25,14.00,1,286,14,M,7.7,20.6
1982,2012-09-25,14.00,1,286,14,F,6.7,20.11
1983,2012-09-25,14.00,1,286,14,F,7,20.1
1984,2012-09-25,14.00,1,577,12,M,6.9,19.5
1985,2012-09-25,14.00,1,577,12,F,6,19.4
1986,2012-09-25,14.00,1,577,12,M,6.6,19.6
1987,2012-09-25,14.00,1,577,12,M,6.3,19.4
1988,2012-09-25,14.00,1,573,12,M,6.4,19.6
1989,2012-09-25,14.00,1,573,12,M,6.2,19
1990,2012-09-25,14.00,1,577,12,M,6.6,19.7
1991,2012-09-25,14.00,1,575,12,M,6.5,19.6
1992,2012-09-25,14.00,1,587,14,F,6.9,19.6
1993,2012-09-25,14.00,1,572,14,F,6.6,20.1
1994,2012-09-25,14.00,1,572,14,M,6.3,19.9
1995,2012-09-25,14.00,1,587,14,M,6.8,19.8
1996,2012-09-25,14.00,1,572,14,M,7.6,20.6
1997,2012-09-25,14.00,1,587,14,F,6.5,19.6
1998,2012-09-25,14.00,1,587,14,M,7.4,21.1
1999,2012-09-25,14.00,1,587,14,F,7.2,20.4
2000,2012-09-25,14.00,1,572,14,M,6.1,19.6
2001,2012-09-25,14.00,1,587,14,M,6.8,20.3
2002,2012-09-25,14.00,1,587,14,F,5.9,19.5
2003,2012-09-25,14.00,1,572,14,M,7.4,20
2004,2012-09-25,14.00,1,587,14,M,6.7,19.4
2005,2012-09-25,14.00,1,572,14,M,6.9,20.4
2006,2012-09-25,14.00,1,587,14,F,6.8,19.8
2007,2012-09-28,12.41,1,574,12,M,7.4,19.6
2008,2012-09-28,12.41,1,574,12,M,7.7,19
2009,2012-09-28,12.41,1,579,12.5,M,5.8,19.3
2010,2012-09-28,12.41,1,579,12.5,M,5,18.6
2011,2012-09-28,12.41,1,579,13,M,5.8,19.1
2012,2012-09-28,12.41,1,580,12,M,4.5,18.1
2013,2012-09-28,12.41,1,580,12,M,4.5,18.2
2014,2012-09-28,12.41,1,578,12,F,4.3,17.5
2015,2012-09-28,12.41,1,578,13,M,4.6,18.4
2016,2012-09-28,12.41,1,576,13,F,5.5,18.8
2017,2012-09-28,12.41,1,289,12,F,5,18.7
2018,2012-09-28,12.41,1,289,12,F,5,18.6
2019,2012-09-28,12.41,1,581,12,M,4.1,18.1
2020,2012-09-28,12.41,1,290,13,M,7.1,19
2021,2012-09-28,12.41,1,290,13,M,7.3,19.5
2022,2012-09-28,12.41,1,290,13,F,7,19.7
2023,2012-10-01,12.80,1,584,13,M,5.2,18.4
2024,2012-10-01,12.80,1,585,14,F,5.9,19.4
2025,2012-10-01,12.80,1,584,13,M,5.2,18.5
2026,2012-10-01,12.80,1,584,13,F,5,18.8
2027,2012-10-01,12.80,1,584,13,M,4.8,17.2
2028,2012-10-01,12.80,1,584,13,M,4.8,18.4
2029,2012-10-01,12.80,1,584,13,M,4.9,18.8
2030,2012-10-01,12.80,1,585,14,M,3.9,18.1
2031,2012-10-01,12.80,1,585,14,M,3.5,17.7
2032,2012-10-01,12.80,1,585,14,M,3.4,17.5
2033,2012-10-01,12.80,1,585,14,M,3.9,18.3
2034,2012-10-01,12.80,1,586,14,M,2.6,16.4
2035,2012-10-01,12.80,1,585,14,F,3.9,17.7
2036,2012-10-01,12.80,1,585,14,F,3.7,17.7
2037,2012-10-01,12.80,1,585,14,M,4,18.3
2038,2012-10-01,12.80,1,585,14,M,3.2,17.2
2039,2012-10-01,12.80,1,586,14,F,5.2,16.2
2040,2012-10-01,12.80,1,586,13,M,2.7,16.6
2041,2012-10-01,12.80,1,586,13,F,2.8,16.5
2042,2012-10-11,13.16,2,292,14,M,6.8,20
2043,2012-10-11,13.16,2,292,14,F,7.5,22.4
2044,2012-10-11,13.16,2,292,14,F,7.4,21.5
2045,2012-10-11,13.16,2,292,14,F,5.8,20
2046,2012-10-11,13.16,2,292,14,F,6.6,19.7
2047,2012-10-11,13.16,2,292,14,F,7.3,21.3
2048,2012-10-11,13.16,2,292,14,M,7.7,20.4
2049,2012-10-16,7.78,1,294,13,M,7.5,20.4
2050,2012-10-16,7.78,1,294,13,F,8.9,21.1
2051,2012-10-16,7.78,1,297,12,F,6.4,19.1
2052,2012-10-16,7.78,1,297,12,M,6.7,19.4
2053,2012-10-16,7.78,1,297,12,M,6.3,19.4
2054,2012-10-16,7.78,1,294,13,F,7.5,20.5
2055,2012-10-16,7.78,1,294,13,F,7.4,20.4
2056,2012-10-16,7.78,1,297,12,M,6.7,19.6
2057,2012-10-16,7.78,1,294,13,M,7.3,20.3
2058,2012-10-16,7.78,1,297,12,F,7,19.4
2059,2012-10-16,7.78,1,588,14,F,9.4,20.7
2060,2012-10-16,7.78,1,588,14,M,9,20.4
2061,2012-10-16,7.78,1,588,14,M,9.9,20.8
2062,2012-10-16,7.78,1,589,13,F,9.2,20.4
2063,2012-10-16,7.78,1,588,14,F,9.8,20.4
2064,2012-10-16,7.78,1,588,14,M,9.2,21.1
2065,2012-10-16,7.78,1,293,14,F,4.2,18.3
2066,2012-10-21,13.67,2,590,13,F,5.6,20
2067,2012-10-21,13.67,2,590,13,M,5.7,19.7
2068,2012-10-25,9.05,2,296,14,F,6.9,19.9
2069,2012-10-25,9.05,2,295,13.5,F,3.6,17.8
2070,2012-10-25,9.05,2,295,13.5,M,4.3,18.3
2071,2012-10-25,9.05,2,295,13,F,3.4,17.4
2072,2012-10-25,9.05,2,295,13,F,4.2,18.4
2073,2012-11-02,8.26,1,298,14,F,6.7,19.7
2074,2012-11-07,4.97,1,299,14,M,7.2,20
2075,2012-11-07,4.97,1,591,13,F,4.6,18.7
2076,2012-11-07,4.97,1,299,13,M,5.1,18.8
2077,2012-11-07,4.97,1,301,14,F,5.1,18.2
2078,2012-11-07,4.97,1,300,13,F,8.2,20.7
2079,2012-11-07,4.97,1,300,13,F,7.4,20.1
2080,2012-11-07,4.97,1,300,13,F,8,20.4
2081,2012-11-07,4.97,1,300,13,M,8,20.3
2082,2012-11-07,4.97,1,300,13,F,7.3,20.2
2083,2012-11-13,7.59,1,302,13,M,4.6,18.5
2084,2012-11-13,7.59,1,302,13,M,4.9,18.7
2085,2012-11-13,7.59,1,302,13,M,4.5,18.4
2086,2012-11-13,7.59,1,302,13,F,4.8,18.3
2087,2012-11-13,7.59,1,302,13,F,5.2,18.4
2088,2012-11-13,7.59,1,302,12,F,4.1,18
2089,2012-11-18,6.33,2,303,13.5,M,7.3,20.6
2090,2012-11-18,6.33,2,303,13.5,M,6.3,19.6
2091,2012-11-18,6.33,2,303,13.5,F,6.9,20.1
2092,2012-06-12,12.25,1,545,12,F,5.2,18.4
2093,2012-06-12,12.25,1,545,12,F,5.5,18.9
2094,2012-06-12,12.25,1,545,12,M,5.3,19.3
2095,2012-06-12,12.25,1,544,13,M,5.7,19.6
2096,2012-06-12,12.25,1,545,12,M,4.6,17.9
2097,2012-06-12,12.25,1,545,12,F,4.8,18.5
2098,2012-06-12,12.25,1,545,12,M,4.3,17.9
2099,2012-06-12,12.25,1,545,12,M,4.6,18.6
2100,2012-06-12,12.25,1,545,12,F,3.6,18
2101,2013-02-06,1.16,1,667,12,M,7,19.3
2102,2013-02-08,0.21,1,592,12,F,6.1,18.1
2103,2013-02-15,0.13,1,304,13.5,F,9.4,20.4
2104,2013-02-15,0.13,1,304,13.5,F,9.1,20.8
2105,2013-02-15,0.13,1,304,13.5,F,8,19.9
2106,2013-02-15,0.13,1,304,13.5,F,7.6,19.6
2107,2013-02-15,0.13,1,304,13.5,M,8.5,20.3
2108,2013-02-15,0.13,1,304,13,F,6.1,19
2109,2013-02-15,0.13,1,304,12,F,5.7,18.6
2110,2013-02-18,1.65,1,305,13,F,5.5,18.8
2111,2013-02-18,1.65,1,593,13,F,4.6,18.6
2112,2013-03-04,1.68,1,339,14,M,7.1,17.2
2113,2013-03-04,1.68,1,339,14,M,7,18.6
2114,2013-03-04,1.68,1,339,14,F,5.7,17.9
2115,2013-03-04,1.68,1,339,14,F,6.9,19.1
2116,2013-03-04,1.68,1,339,14,F,6.7,19.6
2117,2013-03-04,1.68,1,339,14,F,6.5,20.2
2118,2013-03-04,1.68,1,594,13,M,7,19.6
2119,2013-03-12,5.33,1,595,12,M,7,19.1
2120,2013-03-15,-0.36,1,309,12,M,7,18.7
2121,2013-03-15,-0.36,1,309,12,F,7.3,19.2
2122,2013-03-15,-0.36,1,309,12,M,6.8,19.36
2123,2013-03-15,-0.36,1,309,12,M,6.8,18.9
2124,2013-03-19,4.26,1,597,12,F,6.5,19.8
2125,2013-03-19,4.26,1,596,13,M,7,20.4
2126,2013-03-19,4.26,1,596,13.5,F,7.5,20
2127,2013-03-19,4.26,1,596,13,F,7.3,20
2128,2013-03-19,4.26,1,306,13.5,F,7.7,20
2129,2013-03-19,4.26,1,596,13.5,F,7.6,19.9
2130,2013-03-19,4.26,1,596,14,F,7.9,20.6
2131,2013-03-19,4.26,1,596,14,F,8.1,20.2
2132,2013-03-19,4.26,1,596,13,F,7.4,20
2133,2013-03-19,4.26,1,597,12,M,6.2,18.9
2134,2013-03-19,4.26,1,597,12,M,6.2,19
2135,2013-03-19,4.26,1,597,12,F,6.6,18.9
2136,2013-03-19,4.26,1,597,12,M,6.4,19.4
2137,2013-03-22,6.26,1,308,14,F,8.1,21.1
2138,2013-03-22,6.26,1,308,14,M,8.1,20.4
2139,2013-03-26,0.26,1,307,12.5,M,7.8,20
2140,2013-03-26,0.26,1,307,12.5,F,7,19.9
2141,2013-03-26,0.26,1,307,12.5,F,7.9,20.4
2142,2013-04-01,2.24,1,311,13,F,7.6,19.7
2143,2013-04-01,2.24,1,311,13,F,7.9,20.1
2144,2013-04-01,2.24,1,311,13,M,7.6,19.9
2145,2013-04-01,2.24,1,665,14,M,5,19.4
2146,2013-04-03,2.95,1,310,13,F,8.4,20.3
2147,2013-04-03,2.95,1,310,13,M,8.4,20.2
2148,2013-04-03,2.95,1,310,13,M,8.2,20.2
2149,2013-04-05,3.63,1,312,13,M,6.9,20.1
2150,2013-04-05,3.63,1,312,13,M,6.5,20.2
2151,2013-04-05,3.63,1,312,13,F,6.4,19.9
2152,2013-04-05,3.63,1,312,13,M,5.9,19.4
2153,2013-04-05,3.63,1,312,13,M,6.3,19.3
2154,2013-04-05,3.63,1,314,12,F,7.3,19.5
2155,2013-04-08,3.95,1,314,12,M,8.7,20.2
2156,2013-04-08,3.95,1,604,13,M,7.4,19.1
2157,2013-04-08,3.95,1,605,12,M,6.7,19.4
2158,2013-04-08,3.95,1,605,12,F,6.8,19.5
2159,2013-04-08,3.95,1,598,14,F,8.1,20.4
2160,2013-04-08,3.95,1,598,14,M,8.5,21
2161,2013-04-08,3.95,1,598,14,M,7.9,20.8
2162,2013-04-08,3.95,1,598,14,F,8.1,21.1
2163,2013-04-08,3.95,1,616,13,F,8,20
2164,2013-04-08,3.95,1,617,12,M,6.5,19.2
2165,2013-04-08,3.95,1,616,13,F,7.8,20.1
2166,2013-04-08,3.95,1,617,12,M,6.5,19.4
2167,2013-04-08,3.95,1,616,13,M,7.5,19.8
2168,2013-04-08,3.95,1,617,12,F,7,19.5
2169,2013-04-08,3.95,1,617,12,F,6.1,18.7
2170,2013-04-08,3.95,1,616,13,F,6.8,19.5
2171,2013-04-08,3.95,1,618,12,M,6.6,18.8
2172,2013-04-08,3.95,1,618,12,M,5.9,19
2173,2013-04-11,9.88,1,615,13,M,6.4,19.3
2174,2013-04-11,9.88,1,612,12,M,5.8,19.5
2175,2013-04-11,9.88,1,612,13,M,6.1,19.9
2176,2013-04-15,15.31,1,606,13.5,F,9.2,20.8
2177,2013-04-15,15.31,1,606,13,F,8.5,20.5
2178,2013-04-15,15.31,1,718,12,M,8,19.5
2179,2013-04-15,15.31,1,606,13,F,7.9,20.5
2180,2013-04-15,15.31,1,606,13,F,7.8,20.4
2181,2013-04-15,15.31,1,606,13,M,7.6,20.2
2182,2013-04-15,15.31,1,606,12,M,7.4,19.6
2183,2013-04-15,15.31,1,607,12,F,6.4,18.9
2184,2013-04-15,15.31,1,607,12,F,6.2,19.5
2185,2013-04-15,15.31,1,607,12,F,7.7,19.9
2186,2013-04-15,15.31,1,607,12,F,6.1,19.1
2187,2013-04-15,15.31,1,608,12,M,6.5,19.2
2188,2013-04-15,15.31,1,607,12,M,6.9,19.5
2189,2013-04-15,15.31,1,603,13,F,9.7,21.1
2190,2013-04-15,15.31,1,614,12,M,5.6,19
2191,2013-04-15,15.31,1,614,12,F,5.7,19.4
2192,2013-04-15,15.31,1,614,12,F,5.2,18.9
2193,2013-04-15,15.31,1,613,14,F,6.3,20
2194,2013-04-15,15.31,1,613,14,M,6.6,20.4
2195,2013-04-15,15.31,1,613,14,F,6.8,20.4
2196,2013-04-15,15.31,1,613,14,M,6.7,20.2
2197,2013-04-15,15.31,1,613,14,M,6.7,20.2
2198,2013-04-15,15.31,1,613,14,M,6.6,20.1
2199,2013-04-15,15.31,1,613,14,M,6,19.6
2200,2013-04-15,15.31,1,316,13,F,5.7,19.7
2201,2013-04-15,15.31,1,614,13,M,5.8,19.5
2202,2013-04-15,15.31,1,614,13,F,5.7,19.4
2203,2013-04-15,15.31,1,614,12,F,4.4,17.8
2204,2013-04-17,17.17,1,619,14,M,6.5,19.7
2205,2013-04-17,17.17,1,619,13,F,6.3,19.3
2206,2013-04-17,17.17,1,609,14,M,6,20
2207,2013-04-17,17.17,1,610,13,F,5.3,18.5
2208,2013-04-17,17.17,1,610,12,M,5.6,18.9
2209,2013-04-17,17.17,1,610,13,F,5.9,19.4
2210,2013-04-17,17.17,1,609,14,F,6.8,20.2
2211,2013-04-17,17.17,1,610,13,M,6.5,19.4
2212,2013-04-17,17.17,1,609,14,F,6.2,19.8
2213,2013-04-17,17.17,1,610,13,F,6.9,19.3
2214,2013-04-17,17.17,1,610,12,F,5.2,15
2215,2013-04-17,17.17,1,610,12,M,5.4,18.8
2216,2013-04-17,17.17,1,610,13,F,5.7,19.2
2217,2013-04-17,17.17,1,610,13,F,6.5,19.7
2218,2013-04-17,17.17,1,610,12,F,5.9,19.5
2219,2013-04-17,17.17,1,609,14,M,7.3,20.5
2220,2013-04-17,17.17,1,610,12,M,5.4,19
2221,2013-04-17,17.17,1,610,13,F,6.3,19.5
2222,2013-04-17,17.17,1,610,13,M,6.1,18.8
2223,2013-04-17,17.17,1,610,13,F,6.2,19.4
2224,2013-04-17,17.17,1,610,13,F,6.2,19.2
2225,2013-04-18,17.00,1,621,13,F,5.4,19.8
2226,2013-04-20,3.94,2,620,14,M,7.1,20.3
2227,2013-04-20,3.94,2,611,12,M,6.8,20
2228,2013-04-25,15.18,1,622,13,F,5.8,19.5
2229,2013-04-26,16.00,1,320,14,F,7.6,20.9
2230,2013-04-26,16.00,1,622,14,M,6.4,20.1
2231,2013-04-26,16.00,1,622,14,M,5.2,19.4
2232,2013-04-30,10.80,1,627,13,M,5.2,19.5
2233,2013-04-30,10.80,1,627,14,F,4.4,19.1
2234,2013-04-30,10.80,1,628,13,M,7.8,19.8
2235,2013-04-30,10.80,1,627,13,M,8.7,20.9
2236,2013-04-30,10.80,1,627,13,M,8.6,20.9
2237,2013-04-30,10.80,1,627,13,M,8.4,20.8
2238,2013-04-30,10.80,1,628,13,M,8,20.1
2239,2013-04-30,10.80,1,628,12,M,5.8,19.3
2240,2013-04-30,10.80,1,628,12,F,6.7,19.2
2241,2013-04-30,10.80,1,321,12,M,6.2,19.4
2242,2013-04-30,10.80,1,625,13,F,7,19.6
2243,2013-04-30,10.80,1,625,13,M,7.3,19.6
2244,2013-05-01,13.16,1,317,13,F,6.2,19.7
2245,2013-05-03,12.42,1,623,13,F,6.9,20.5
2246,2013-05-03,12.42,1,623,13,M,6.9,20
2247,2013-05-03,12.42,1,623,13,F,7.2,20
2248,2013-05-03,12.42,1,623,13,M,6.8,19.8
2249,2013-05-03,12.42,1,623,13,F,6.7,20
2250,2013-05-03,12.42,1,318,13,F,5.3,19.2
2251,2013-05-03,12.42,1,624,12,F,5.5,18.8
2252,2013-05-03,12.42,1,642,13,M,6.1,19.4
2253,2013-05-03,12.42,1,623,13,M,6.2,19.6
2254,2013-05-03,12.42,1,719,13,F,6.2,19.2
2255,2013-05-03,12.42,1,623,13,M,6.7,20
2256,2013-05-03,12.42,1,624,12,M,5.7,19.1
2257,2013-05-03,12.42,1,642,13,F,6.7,19.7
2258,2013-05-03,12.42,1,642,13,M,6.1,19.6
2259,2013-05-03,12.42,1,623,13,M,6.6,19.8
2260,2013-05-03,12.42,1,318,13,M,5.5,19
2261,2013-05-05,13.21,2,325,13,F,7.1,20.5
2262,2013-05-05,13.21,2,325,13,M,7.5,20.6
2263,2013-05-05,13.21,2,325,13,M,7.4,20.3
2264,2013-05-05,13.21,2,325,13,M,7.5,19.5
2265,2013-05-05,13.21,2,319,14,M,8.4,21.1
2266,2013-05-06,14.24,1,323,13,M,6.7,19.3
2267,2013-05-06,14.24,1,631,13,F,5.5,18.3
2268,2013-05-06,14.24,1,643,13,M,6.2,18.9
2269,2013-05-06,14.24,1,631,13,F,4.4,17.7
2270,2013-05-06,14.24,1,631,12,F,4,17.4
2271,2013-05-06,14.24,1,629,13,F,4.7,18.7
2272,2013-05-06,14.24,1,629,13,M,4.7,18.8
2273,2013-05-06,14.24,1,629,13,M,4.6,19.1
2274,2013-05-06,14.24,1,323,14,M,6.3,19.7
2275,2013-05-06,14.24,1,626,14,F,5,19.3
2276,2013-05-06,14.24,1,626,13,F,4.1,18.6
2277,2013-05-06,14.24,1,323,13,M,4.7,18.8
2278,2013-05-06,14.24,1,630,14,M,6,19.9
2279,2013-05-06,14.24,1,636,13,M,6.2,19.7
2280,2013-05-06,14.24,1,635,13,M,5.4,19.3
2281,2013-05-06,14.24,1,637,12,F,5.1,18.8
2282,2013-05-06,14.24,1,633,13,F,6.5,19.3
2283,2013-05-06,14.24,1,633,12.5,F,5.3,18.6
2284,2013-05-06,14.24,1,322,14,M,5.3,20.9
2285,2013-05-06,14.24,1,321,13.5,F,4.9,19.4
2286,2013-05-06,14.24,1,634,12,F,4.4,18.3
2287,2013-05-06,14.24,1,634,14,F,4.2,18.7
2288,2013-05-06,14.24,1,634,13,M,4.6,18.5
2289,2013-05-06,14.24,1,634,12.5,F,4.4,18.3
2290,2013-05-06,14.24,1,320,13,M,4.2,18.1
2291,2013-05-06,14.24,1,633,12,M,4.8,18.2
2292,2013-05-06,14.24,1,319,14,M,6.4,19.7
2293,2013-05-06,14.24,1,319,14,F,7.1,19.8
2294,2013-05-06,14.24,1,644,13,F,5.3,19
2295,2013-05-06,14.24,1,319,14,F,6.1,19.7
2296,2013-05-06,14.24,1,319,13,M,5.8,19.4
2297,2013-05-06,14.24,1,600,12.5,M,5.3,18.6
2298,2013-05-06,14.24,1,601,12,F,5.5,19.1
2299,2013-05-06,14.24,1,601,12,F,5.5,18.6
2300,2013-05-06,14.24,1,600,13,F,6,19.5
2301,2013-05-06,14.24,1,600,13,F,5.8,19.1
2302,2013-05-06,14.24,1,601,12,M,5.7,18.3
2303,2013-05-06,14.24,1,601,12,M,5.2,18.6
2304,2013-05-06,14.24,1,335,13,M,2.9,16.5
2305,2013-05-08,14.74,1,599,13,F,6,19.6
2306,2013-05-08,14.74,1,655,13,F,6.3,20
2307,2013-05-08,14.74,1,655,13,M,5.3,19.3
2308,2013-05-08,14.74,1,600,12,F,5.1,18.8
2309,2013-05-08,14.74,1,655,13,M,5.1,19
2310,2013-05-08,14.74,1,655,13,M,5.5,19.3
2311,2013-05-08,14.74,1,599,13,M,5.6,19.6
2312,2013-05-08,14.74,1,645,12.5,M,5.4,18.6
2313,2013-05-08,14.74,1,651,12,M,5.4,19
2314,2013-05-08,14.74,1,645,12.5,M,5.9,18.9
2315,2013-05-08,14.74,1,651,12,M,5.8,19.1
2316,2013-05-13,10.12,1,639,13,F,8,20.1
2317,2013-05-13,10.12,1,313,13,F,7.4,19.7
2318,2013-05-13,10.12,1,322,12,F,7.4,19.8
2319,2013-05-13,10.12,1,638,13,M,8.3,20
2320,2013-05-13,10.12,1,638,12,F,8.1,20
2321,2013-05-13,10.12,1,322,12,M,8,20.5
2322,2013-05-13,10.12,1,641,13,M,8,20.6
2323,2013-05-13,10.12,1,640,14,M,8.6,21.2
2324,2013-05-13,10.12,1,641,13,F,7.4,20.1
2325,2013-05-13,10.12,1,641,13,M,7,20.3
2326,2013-05-13,10.12,1,641,13,F,7.1,20.1
2327,2013-05-13,10.12,1,646,14,F,6.7,19.3
2328,2013-05-13,10.12,1,647,13,M,5.9,19.6
2329,2013-05-13,10.12,1,647,13,F,5.1,18.9
2330,2013-05-13,10.12,1,649,12.5,M,5.6,20
